surveyid;qidx;question;finished;audio-counter;audio-file;reliable;kompetent;credible;sympatic;dialect;pleasant;natural;liked;aigen;easyunterrstand;uncomplicated;informed;attention;reliable-counter;kompetent-counter;credible-counter;sympatic-counter;dialect-counter;pleasant-counter;natural-counter;liked-counter;aigen-counter;easyunterrstand-counter;uncomplicated-counter;informed-counter;attention-counter;surveyid;created;questions;complete;age;dv;dr;email;Male;Female;Vorarlberg;Swiss;StandardGerman;age_r;participant_region;participant_country;speaker_region;reliable_n;kompetent_N;credible_n;sympatic_n;dialect_n;pleasant_n;natural_n;liked_n;aigen_n;easyunterrstand_n;uncomplicated_n;informed_n;attention_n
mttykCdiaxHZt0QnX9UzFAJ7u8z90jhe-_y91uZG;2;N04;2026-02-04 22:52:03;1;n04_sttall_f_v2.mp3;reliable-5;kompetent-5;credible-5;sympatic-3;dialect-1;pleasant-1;natural-1;liked-1;aigen-7;easyunterrstand-2;uncomplicated-2;informed-4;attention-2;1;1;1;1;1;1;1;1;1;1;1;2;1;mttykCdiaxHZt0QnX9UzFAJ7u8z90jhe-_y91uZG;2026-02-04 22:49:06;"[""N01"",""N04"",""Q01""]";1;age-2;dv-7;null;;;1;;1;;21 - 40;Ich m�chte nicht antworten.;null;Schweiz;4;4;4;2;0;0;0;0;6;1;1;3;1
mttykCdiaxHZt0QnX9UzFAJ7u8z90jhe-_y91uZG;3;Q01;2026-02-04 22:53:05;1;q01_kartoffel_m.mp3;reliable-6;kompetent-6;credible-6;sympatic-6;dialect-5;pleasant-6;natural-5;liked-5;aigen-5;easyunterrstand-6;uncomplicated-6;informed-6;attention-5;2;2;2;1;3;1;1;1;1;1;1;1;1;mttykCdiaxHZt0QnX9UzFAJ7u8z90jhe-_y91uZG;2026-02-04 22:49:06;"[""N01"",""N04"",""Q01""]";1;age-2;dv-7;null;;1;;;;1;21 - 40;Ich m�chte nicht antworten.;null;Hochdeutsch;5;5;5;5;4;5;4;4;4;5;5;5;4
NBsXE4ietpAKByenejjvE5Z3vVX1lYxV39LFgD97;1;N01;2026-02-19 04:10:41;1;n01_sttall_m.mp3;reliable-5;kompetent-5;credible-6;sympatic-6;dialect-7;pleasant-7;natural-7;liked-7;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;NBsXE4ietpAKByenejjvE5Z3vVX1lYxV39LFgD97;2026-02-19 04:08:22;"[""N01"",""Q01"",""N04""]";1;age-4;dv-4;vbg;;1;;;1;;61 - 80;Vorarlberg;AT;Schweiz;4;4;5;5;6;6;6;6;1;6;6;6;6
NBsXE4ietpAKByenejjvE5Z3vVX1lYxV39LFgD97;2;Q01;2026-02-19 04:12:39;1;q01_sttall_f.mp3;reliable-4;kompetent-4;credible-6;sympatic-4;dialect-7;pleasant-4;natural-4;liked-6;aigen-1;easyunterrstand-7;uncomplicated-6;informed-7;attention-4;0;0;1;0;1;0;0;1;1;1;1;1;0;NBsXE4ietpAKByenejjvE5Z3vVX1lYxV39LFgD97;2026-02-19 04:08:22;"[""N01"",""Q01"",""N04""]";1;age-4;dv-4;vbg;;;1;;1;;61 - 80;Vorarlberg;AT;Schweiz;3;3;5;3;6;3;3;5;0;6;5;6;3
NBsXE4ietpAKByenejjvE5Z3vVX1lYxV39LFgD97;3;N04;2026-02-19 04:13:50;1;n04_sttall_f_v2.mp3;reliable-4;kompetent-7;credible-7;sympatic-3;dialect-7;pleasant-4;natural-6;liked-6;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;0;1;1;1;1;0;1;1;1;1;1;1;1;NBsXE4ietpAKByenejjvE5Z3vVX1lYxV39LFgD97;2026-02-19 04:08:22;"[""N01"",""Q01"",""N04""]";1;age-4;dv-4;vbg;;;1;;1;;61 - 80;Vorarlberg;AT;Schweiz;3;6;6;2;6;3;5;5;1;6;6;6;6
Nd_3dwOu9L1Lp-7YB7PCac26ltjvX83tyknnhi4C;1;N01;2026-02-21 22:39:25;1;n01_vorarlbb_m_v2.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-1;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;2;1;1;1;1;Nd_3dwOu9L1Lp-7YB7PCac26ltjvX83tyknnhi4C;2026-02-21 22:38:33;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;vbg;;1;;1;;;41 - 60;Vorarlberg;AT;Vorarlberg;6;6;6;6;6;6;6;6;0;6;6;6;6
Nd_3dwOu9L1Lp-7YB7PCac26ltjvX83tyknnhi4C;2;Q01;2026-02-21 22:40:12;1;q01_sttall_m.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-1;easyunterrstand-6;uncomplicated-6;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;Nd_3dwOu9L1Lp-7YB7PCac26ltjvX83tyknnhi4C;2026-02-21 22:38:33;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;vbg;;1;;;1;;41 - 60;Vorarlberg;AT;Schweiz;6;6;6;6;6;6;6;6;0;5;5;6;6
Nd_3dwOu9L1Lp-7YB7PCac26ltjvX83tyknnhi4C;3;N04;2026-02-21 22:40:57;1;n04_kartoffel_f.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-7;pleasant-7;natural-7;liked-7;aigen-1;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;Nd_3dwOu9L1Lp-7YB7PCac26ltjvX83tyknnhi4C;2026-02-21 22:38:33;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;vbg;;;1;;;1;41 - 60;Vorarlberg;AT;Hochdeutsch;6;6;6;6;6;6;6;6;0;6;6;6;6
NgrDHlawoPtzXuaTP_Ue33ZZYG1Rzat3POUsb_8v;1;Q01;2025-11-28 19:48:58;1;q01_vorarlbb_f_v2.mp3;reliable-7;kompetent-6;credible-6;sympatic-6;dialect-7;pleasant-7;natural-7;liked-6;aigen-1;easyunterrstand-6;uncomplicated-5;informed-7;attention-6;1;1;1;1;1;1;1;1;1;1;1;1;1;NgrDHlawoPtzXuaTP_Ue33ZZYG1Rzat3POUsb_8v;2025-11-28 19:47:08;"[""Q01"",""N01"",""N04""]";1;age-4;dv-7;vbg;;;1;1;;;61 - 80;Vorarlberg;AT;Vorarlberg;6;5;5;5;6;6;6;5;0;5;4;6;5
NgrDHlawoPtzXuaTP_Ue33ZZYG1Rzat3POUsb_8v;2;N01;2025-11-28 19:50:15;1;n01_kartoffel_m.mp3;reliable-3;kompetent-3;credible-6;sympatic-2;dialect-1;pleasant-4;natural-3;liked-2;aigen-7;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;1;1;1;1;1;0;1;1;1;0;0;0;0;NgrDHlawoPtzXuaTP_Ue33ZZYG1Rzat3POUsb_8v;2025-11-28 19:47:08;"[""Q01"",""N01"",""N04""]";1;age-4;dv-7;vbg;;1;;;;1;61 - 80;Vorarlberg;AT;Hochdeutsch;2;2;5;1;0;3;2;1;6;3;3;3;3
NgrDHlawoPtzXuaTP_Ue33ZZYG1Rzat3POUsb_8v;3;N04;2025-11-28 19:51:32;1;n04_kartoffel_m.mp3;reliable-5;kompetent-6;credible-7;sympatic-4;dialect-1;pleasant-4;natural-6;liked-5;aigen-7;easyunterrstand-5;uncomplicated-5;informed-7;attention-6;1;1;1;0;1;0;1;1;1;1;1;1;1;NgrDHlawoPtzXuaTP_Ue33ZZYG1Rzat3POUsb_8v;2025-11-28 19:47:08;"[""Q01"",""N01"",""N04""]";1;age-4;dv-7;vbg;;1;;;;1;61 - 80;Vorarlberg;AT;Hochdeutsch;4;5;6;3;0;3;5;4;6;4;4;6;5
Oo6K1i5toNDxpsDYFb0jbwznmTgwfLa8jrjLeYZQ;1;N04;2026-02-23 14:33:56;5;n04_kartoffel_f.mp3;reliable-3;kompetent-3;credible-3;sympatic-3;dialect-4;pleasant-3;natural-3;liked-3;aigen-5;easyunterrstand-4;uncomplicated-6;informed-5;attention-4;1;1;1;1;0;2;3;1;2;4;2;1;2;Oo6K1i5toNDxpsDYFb0jbwznmTgwfLa8jrjLeYZQ;2026-02-23 14:28:30;"[""N04"",""N01"",""Q01""]";1;age-2;dv-7;cho;;;1;;;1;21 - 40;Ostschweiz;CH;Hochdeutsch;2;2;2;2;3;2;2;2;4;3;5;4;3
Oo6K1i5toNDxpsDYFb0jbwznmTgwfLa8jrjLeYZQ;2;N01;2026-02-23 14:36:18;4;n01_kartoffel_m.mp3;reliable-5;kompetent-5;credible-6;sympatic-5;dialect-4;pleasant-4;natural-5;liked-5;aigen-2;easyunterrstand-2;uncomplicated-6;informed-5;attention-5;3;1;2;1;0;2;1;1;1;1;1;1;1;Oo6K1i5toNDxpsDYFb0jbwznmTgwfLa8jrjLeYZQ;2026-02-23 14:28:30;"[""N04"",""N01"",""Q01""]";1;age-2;dv-7;cho;;1;;;;1;21 - 40;Ostschweiz;CH;Hochdeutsch;4;4;5;4;3;3;4;4;1;1;5;4;4
Oo6K1i5toNDxpsDYFb0jbwznmTgwfLa8jrjLeYZQ;3;Q01;2026-02-23 14:37:41;1;q01_sttall_m.mp3;reliable-3;kompetent-3;credible-3;sympatic-3;dialect-2;pleasant-2;natural-2;liked-3;aigen-6;easyunterrstand-2;uncomplicated-6;informed-4;attention-3;1;1;1;1;2;1;1;1;1;1;1;0;1;Oo6K1i5toNDxpsDYFb0jbwznmTgwfLa8jrjLeYZQ;2026-02-23 14:28:30;"[""N04"",""N01"",""Q01""]";1;age-2;dv-7;cho;;1;;;1;;21 - 40;Ostschweiz;CH;Schweiz;2;2;2;2;1;1;1;2;5;1;5;3;2
OUKJFpTppDLXWNaDX8Xx6KPtkemikKamoWntgo24;1;N04;2025-11-28 20:01:10;1;n04_vorarlbb_m_v2.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-3;pleasant-5;natural-4;liked-4;aigen-4;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;0;0;0;0;1;1;0;0;0;1;1;1;1;OUKJFpTppDLXWNaDX8Xx6KPtkemikKamoWntgo24;2025-11-28 19:59:35;"[""N04"",""Q01"",""N01""]";1;age-5;dv-4;null;;1;;1;;;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Vorarlberg;3;3;3;3;2;4;3;3;3;6;6;6;6
OUKJFpTppDLXWNaDX8Xx6KPtkemikKamoWntgo24;2;Q01;2025-11-28 20:02:21;1;q01_kartoffel_f.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-2;natural-2;liked-1;aigen-7;easyunterrstand-7;uncomplicated-7;informed-6;attention-5;0;0;0;0;0;1;1;1;1;1;1;1;1;OUKJFpTppDLXWNaDX8Xx6KPtkemikKamoWntgo24;2025-11-28 19:59:35;"[""N04"",""Q01"",""N01""]";1;age-5;dv-4;null;;;1;;;1;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Hochdeutsch;3;3;3;3;3;1;1;0;6;6;6;5;4
OUKJFpTppDLXWNaDX8Xx6KPtkemikKamoWntgo24;3;N01;2025-11-28 20:03:22;1;n01_vorarlbb_m_v2.mp3;reliable-4;kompetent-4;credible-5;sympatic-3;dialect-2;pleasant-3;natural-3;liked-2;aigen-7;easyunterrstand-7;uncomplicated-7;informed-7;attention-6;0;0;1;1;1;1;1;1;1;1;1;1;1;OUKJFpTppDLXWNaDX8Xx6KPtkemikKamoWntgo24;2025-11-28 19:59:35;"[""N04"",""Q01"",""N01""]";1;age-5;dv-4;null;;1;;1;;;ich m�chte nicht antworten;Ich m�chte nicht antworten.;null;Vorarlberg;3;3;4;2;1;2;2;1;6;6;6;6;5
ouMbuIjFoQxKrLXHntd5cqiEPmwhpaFOV0-7SRHR;1;N01;2026-02-26 06:50:24;1;n01_sttall_f.mp3;reliable-2;kompetent-1;credible-2;sympatic-3;dialect-2;pleasant-3;natural-2;liked-1;aigen-6;easyunterrstand-6;uncomplicated-6;informed-4;attention-2;1;2;1;1;2;2;1;1;1;1;1;2;2;ouMbuIjFoQxKrLXHntd5cqiEPmwhpaFOV0-7SRHR;2026-02-26 06:48:18;"[""N01"",""Q01"",""N04""]";1;age-4;dv-7;vbg;;;1;;1;;61 - 80;Vorarlberg;AT;Schweiz;1;0;1;2;1;2;1;0;5;5;5;3;1
ouMbuIjFoQxKrLXHntd5cqiEPmwhpaFOV0-7SRHR;2;Q01;2026-02-26 06:51:21;2;q01_sttall_f.mp3;reliable-2;kompetent-2;credible-2;sympatic-2;dialect-2;pleasant-2;natural-2;liked-1;aigen-6;easyunterrstand-6;uncomplicated-6;informed-5;attention-3;1;1;1;2;1;1;1;1;1;1;1;1;1;ouMbuIjFoQxKrLXHntd5cqiEPmwhpaFOV0-7SRHR;2026-02-26 06:48:18;"[""N01"",""Q01"",""N04""]";1;age-4;dv-7;vbg;;;1;;1;;61 - 80;Vorarlberg;AT;Schweiz;1;1;1;1;1;1;1;0;5;5;5;4;2
ouMbuIjFoQxKrLXHntd5cqiEPmwhpaFOV0-7SRHR;3;N04;2026-02-26 06:52:19;1;n04_vorarlbb_m_v2.mp3;reliable-3;kompetent-2;credible-1;sympatic-3;dialect-1;pleasant-3;natural-2;liked-1;aigen-6;easyunterrstand-2;uncomplicated-3;informed-2;attention-2;1;1;1;1;1;1;2;1;1;1;1;1;2;ouMbuIjFoQxKrLXHntd5cqiEPmwhpaFOV0-7SRHR;2026-02-26 06:48:18;"[""N01"",""Q01"",""N04""]";1;age-4;dv-7;vbg;;1;;1;;;61 - 80;Vorarlberg;AT;Vorarlberg;2;1;0;2;0;2;1;0;5;1;2;1;1
p3l12nO3boGSjn2ZJwjzKg-TPdHZERNkgHDRL35j;1;Q01;2025-11-22 10:18:55;1;q01_vorarlbb_f_v3.mp3;reliable-6;kompetent-6;credible-6;sympatic-5;dialect-5;pleasant-6;natural-6;liked-5;aigen-5;easyunterrstand-6;uncomplicated-6;informed-6;attention-2;1;1;1;1;1;1;1;1;1;1;1;1;1;p3l12nO3boGSjn2ZJwjzKg-TPdHZERNkgHDRL35j;2025-11-22 10:18:02;"[""Q01"",""N04"",""N01""]";1;age-3;dv-6;vbg;;1;;1;;;41 - 60;Vorarlberg;AT;Vorarlberg;5;5;5;4;4;5;5;4;4;5;5;5;1
p3l12nO3boGSjn2ZJwjzKg-TPdHZERNkgHDRL35j;2;N04;2025-11-22 10:20:04;1;n04_vorarlbb_m_v2.mp3;reliable-5;kompetent-6;credible-6;sympatic-6;dialect-5;pleasant-6;natural-6;liked-5;aigen-7;easyunterrstand-6;uncomplicated-6;informed-6;attention-2;1;1;1;1;1;1;1;1;1;1;1;1;1;p3l12nO3boGSjn2ZJwjzKg-TPdHZERNkgHDRL35j;2025-11-22 10:18:02;"[""Q01"",""N04"",""N01""]";1;age-3;dv-6;vbg;;1;;1;;;41 - 60;Vorarlberg;AT;Vorarlberg;4;5;5;5;4;5;5;4;6;5;5;5;1
p3l12nO3boGSjn2ZJwjzKg-TPdHZERNkgHDRL35j;3;N01;2025-11-22 10:20:52;1;n01_kartoffel_f.mp3;reliable-7;kompetent-7;credible-7;sympatic-7;dialect-1;pleasant-7;natural-6;liked-7;aigen-2;easyunterrstand-6;uncomplicated-6;informed-6;attention-2;1;1;1;1;1;1;1;1;1;1;1;1;1;p3l12nO3boGSjn2ZJwjzKg-TPdHZERNkgHDRL35j;2025-11-22 10:18:02;"[""Q01"",""N04"",""N01""]";1;age-3;dv-6;vbg;;;1;;;1;41 - 60;Vorarlberg;AT;Hochdeutsch;6;6;6;6;0;6;5;6;1;5;5;5;1
pl0lFm-yzC9kNPJ_gR6FDJxz5VEq1dy9odXSntov;1;N01;2026-02-17 20:26:26;1;n01_kartoffel_f.mp3;reliable-5;kompetent-5;credible-5;sympatic-6;dialect-2;pleasant-5;natural-3;liked-3;aigen-3;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;pl0lFm-yzC9kNPJ_gR6FDJxz5VEq1dy9odXSntov;2026-02-17 20:24:33;"[""N01"",""Q01"",""N04""]";1;age-4;dv-7;vbg;;;1;;;1;61 - 80;Vorarlberg;AT;Hochdeutsch;4;4;4;5;1;4;2;2;2;6;6;6;6
pl0lFm-yzC9kNPJ_gR6FDJxz5VEq1dy9odXSntov;2;Q01;2026-02-17 20:27:34;1;q01_sttall_f.mp3;reliable-6;kompetent-5;credible-5;sympatic-6;dialect-6;pleasant-6;natural-6;liked-6;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;pl0lFm-yzC9kNPJ_gR6FDJxz5VEq1dy9odXSntov;2026-02-17 20:24:33;"[""N01"",""Q01"",""N04""]";1;age-4;dv-7;vbg;;;1;;1;;61 - 80;Vorarlberg;AT;Schweiz;5;4;4;5;5;5;5;5;1;6;6;6;6
pl0lFm-yzC9kNPJ_gR6FDJxz5VEq1dy9odXSntov;3;N04;2026-02-17 20:28:36;1;n04_sttall_m_v2.mp3;reliable-5;kompetent-5;credible-5;sympatic-5;dialect-6;pleasant-5;natural-5;liked-3;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;2;1;1;1;1;1;1;1;1;pl0lFm-yzC9kNPJ_gR6FDJxz5VEq1dy9odXSntov;2026-02-17 20:24:33;"[""N01"",""Q01"",""N04""]";1;age-4;dv-7;vbg;;1;;;1;;61 - 80;Vorarlberg;AT;Schweiz;4;4;4;4;5;4;4;2;1;6;6;6;6
PmNwXIAvPJk5Dh2fYh03NEwVjjM01CwWmN8nvSOj;1;N01;2025-11-28 17:14:53;1;n01_sttall_f.mp3;reliable-2;kompetent-2;credible-2;sympatic-4;dialect-1;pleasant-2;natural-2;liked-2;aigen-4;easyunterrstand-2;uncomplicated-2;informed-3;attention-5;1;1;1;1;1;1;1;1;1;1;1;1;1;PmNwXIAvPJk5Dh2fYh03NEwVjjM01CwWmN8nvSOj;2025-11-28 17:12:40;"[""N01"",""Q01"",""N04""]";1;age-2;dv-6;null;;;1;;1;;21 - 40;Ich m�chte nicht antworten.;null;Schweiz;1;1;1;3;0;1;1;1;3;1;1;2;4
PmNwXIAvPJk5Dh2fYh03NEwVjjM01CwWmN8nvSOj;2;Q01;2025-11-28 17:15:59;1;q01_vorarlbb_f_v3.mp3;reliable-4;kompetent-4;credible-4;sympatic-4;dialect-4;pleasant-5;natural-5;liked-5;aigen-2;easyunterrstand-5;uncomplicated-5;informed-5;attention-5;1;1;1;1;1;1;1;1;1;1;1;1;1;PmNwXIAvPJk5Dh2fYh03NEwVjjM01CwWmN8nvSOj;2025-11-28 17:12:40;"[""N01"",""Q01"",""N04""]";1;age-2;dv-6;null;;1;;1;;;21 - 40;Ich m�chte nicht antworten.;null;Vorarlberg;3;3;3;3;3;4;4;4;1;4;4;4;4
PmNwXIAvPJk5Dh2fYh03NEwVjjM01CwWmN8nvSOj;3;N04;2025-11-28 17:16:53;1;n04_kartoffel_f.mp3;reliable-4;kompetent-4;credible-3;sympatic-4;dialect-3;pleasant-4;natural-2;liked-2;aigen-6;easyunterrstand-4;uncomplicated-4;informed-4;attention-4;0;0;1;0;1;0;1;1;1;0;0;0;0;PmNwXIAvPJk5Dh2fYh03NEwVjjM01CwWmN8nvSOj;2025-11-28 17:12:40;"[""N01"",""Q01"",""N04""]";1;age-2;dv-6;null;;;1;;;1;21 - 40;Ich m�chte nicht antworten.;null;Hochdeutsch;3;3;2;3;2;3;1;1;5;3;3;3;3
Pyma63YCXugxbQvqcKLeEpAUo2PoDmQOkUCPbNEN;1;N01;2026-02-23 14:33:36;2;n01_vorarlbb_m_v2.mp3;reliable-6;kompetent-6;credible-7;sympatic-6;dialect-7;pleasant-6;natural-7;liked-7;aigen-1;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;Pyma63YCXugxbQvqcKLeEpAUo2PoDmQOkUCPbNEN;2026-02-23 14:32:10;"[""N01"",""Q01"",""N04""]";1;age-2;dv-7;cho;;1;;1;;;21 - 40;Ostschweiz;CH;Vorarlberg;5;5;6;5;6;5;6;6;0;6;6;6;6
Pyma63YCXugxbQvqcKLeEpAUo2PoDmQOkUCPbNEN;2;Q01;2026-02-23 14:34:34;2;q01_vorarlbb_f_v3.mp3;reliable-6;kompetent-6;credible-6;sympatic-6;dialect-7;pleasant-6;natural-6;liked-5;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;1;1;1;1;1;Pyma63YCXugxbQvqcKLeEpAUo2PoDmQOkUCPbNEN;2026-02-23 14:32:10;"[""N01"",""Q01"",""N04""]";1;age-2;dv-7;cho;;1;;1;;;21 - 40;Ostschweiz;CH;Vorarlberg;5;5;5;5;6;5;5;4;1;6;6;6;6
Pyma63YCXugxbQvqcKLeEpAUo2PoDmQOkUCPbNEN;3;N04;2026-02-23 14:35:26;1;n04_sttall_f_v2.mp3;reliable-2;kompetent-2;credible-2;sympatic-3;dialect-1;pleasant-3;natural-1;liked-2;aigen-7;easyunterrstand-5;uncomplicated-2;informed-7;attention-4;2;1;1;3;3;1;1;2;1;2;1;3;0;Pyma63YCXugxbQvqcKLeEpAUo2PoDmQOkUCPbNEN;2026-02-23 14:32:10;"[""N01"",""Q01"",""N04""]";1;age-2;dv-7;cho;;;1;;1;;21 - 40;Ostschweiz;CH;Schweiz;1;1;1;2;0;2;0;1;6;4;1;6;3
Pymw5x90cH0PSLVpEDmlPVs_uGU62oQwJTUOL1k3;1;Q01;2026-02-19 11:35:20;1;q01_kartoffel_m.mp3;reliable-3;kompetent-3;credible-3;sympatic-3;dialect-3;pleasant-3;natural-3;liked-3;aigen-3;easyunterrstand-5;uncomplicated-5;informed-3;attention-5;2;2;3;1;1;1;1;1;1;1;4;1;1;Pymw5x90cH0PSLVpEDmlPVs_uGU62oQwJTUOL1k3;2026-02-19 11:30:16;"[""Q01"",""N04"",""N01""]";1;age-4;dv-6;bw;;1;;;;1;61 - 80;Baden-W�rttemberg;DE;Hochdeutsch;2;2;2;2;2;2;2;2;2;4;4;2;4
Pymw5x90cH0PSLVpEDmlPVs_uGU62oQwJTUOL1k3;2;N04;2026-02-19 11:36:27;1;n04_kartoffel_m.mp3;reliable-3;kompetent-3;credible-3;sympatic-3;dialect-3;pleasant-4;natural-4;liked-4;aigen-3;easyunterrstand-5;uncomplicated-4;informed-3;attention-4;1;1;1;1;1;0;0;0;1;1;0;1;0;Pymw5x90cH0PSLVpEDmlPVs_uGU62oQwJTUOL1k3;2026-02-19 11:30:16;"[""Q01"",""N04"",""N01""]";1;age-4;dv-6;bw;;1;;;;1;61 - 80;Baden-W�rttemberg;DE;Hochdeutsch;2;2;2;2;2;3;3;3;2;4;3;2;3
Pymw5x90cH0PSLVpEDmlPVs_uGU62oQwJTUOL1k3;3;N01;2026-02-19 11:37:30;1;n01_sttall_f.mp3;reliable-4;kompetent-5;credible-4;sympatic-5;dialect-4;pleasant-5;natural-4;liked-5;aigen-4;easyunterrstand-5;uncomplicated-4;informed-5;attention-4;0;2;0;1;0;1;0;1;0;1;0;1;0;Pymw5x90cH0PSLVpEDmlPVs_uGU62oQwJTUOL1k3;2026-02-19 11:30:16;"[""Q01"",""N04"",""N01""]";1;age-4;dv-6;bw;;;1;;1;;61 - 80;Baden-W�rttemberg;DE;Schweiz;3;4;3;4;3;4;3;4;3;4;3;4;3
qbCBls89SeiAH4cfepFaqKNa_gnNqHe1MyOIC6fh;1;Q01;2026-02-18 22:45:12;1;q01_vorarlbb_f_v2.mp3;reliable-7;kompetent-6;credible-7;sympatic-6;dialect-6;pleasant-6;natural-7;liked-5;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;2;2;1;1;3;1;1;1;1;1;1;1;1;qbCBls89SeiAH4cfepFaqKNa_gnNqHe1MyOIC6fh;2026-02-18 22:43:12;"[""Q01"",""N01"",""N04""]";1;age-3;dv-7;bw;;;1;1;;;41 - 60;Baden-W�rttemberg;DE;Vorarlberg;6;5;6;5;5;5;6;4;1;6;6;6;6
qbCBls89SeiAH4cfepFaqKNa_gnNqHe1MyOIC6fh;2;N01;2026-02-18 22:46:07;1;n01_sttall_m.mp3;reliable-7;kompetent-7;credible-7;sympatic-6;dialect-7;pleasant-7;natural-7;liked-5;aigen-2;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;1;1;1;1;2;1;1;1;1;qbCBls89SeiAH4cfepFaqKNa_gnNqHe1MyOIC6fh;2026-02-18 22:43:12;"[""Q01"",""N01"",""N04""]";1;age-3;dv-7;bw;;1;;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;6;6;6;5;6;6;6;4;1;6;6;6;6
qbCBls89SeiAH4cfepFaqKNa_gnNqHe1MyOIC6fh;3;N04;2026-02-18 22:47:02;1;n04_sttall_m_v2.mp3;reliable-6;kompetent-6;credible-5;sympatic-5;dialect-4;pleasant-5;natural-3;liked-2;aigen-6;easyunterrstand-7;uncomplicated-7;informed-7;attention-7;1;1;1;1;2;1;1;3;1;1;1;1;2;qbCBls89SeiAH4cfepFaqKNa_gnNqHe1MyOIC6fh;2026-02-18 22:43:12;"[""Q01"",""N01"",""N04""]";1;age-3;dv-7;bw;;1;;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;5;5;4;4;3;4;2;1;5;6;6;6;6
QgnmtC4dE9CNxV5ZpYVVZX1p8wfCWbLnFnbk421R;1;N01;2026-02-20 21:55:26;2;n01_sttall_m.mp3;reliable-5;kompetent-7;credible-7;sympatic-4;dialect-7;pleasant-2;natural-6;liked-2;aigen-4;easyunterrstand-2;uncomplicated-2;informed-2;attention-7;2;3;1;1;1;2;2;1;0;1;1;1;1;QgnmtC4dE9CNxV5ZpYVVZX1p8wfCWbLnFnbk421R;2026-02-20 21:53:11;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;bw;;1;;;1;;41 - 60;Baden-W�rttemberg;DE;Schweiz;4;6;6;3;6;1;5;1;3;1;1;1;6
QgnmtC4dE9CNxV5ZpYVVZX1p8wfCWbLnFnbk421R;2;Q01;2026-02-20 21:56:48;2;q01_kartoffel_f.mp3;reliable-1;kompetent-2;credible-1;sympatic-1;dialect-1;pleasant-2;natural-1;liked-2;aigen-7;easyunterrstand-2;uncomplicated-6;informed-2;attention-1;1;1;1;1;1;1;1;1;1;2;1;1;1;QgnmtC4dE9CNxV5ZpYVVZX1p8wfCWbLnFnbk421R;2026-02-20 21:53:11;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;bw;;;1;;;1;41 - 60;Baden-W�rttemberg;DE;Hochdeutsch;0;1;0;0;0;1;0;1;6;1;5;1;0
QgnmtC4dE9CNxV5ZpYVVZX1p8wfCWbLnFnbk421R;3;N04;2026-02-20 21:58:02;2;n04_kartoffel_m.mp3;reliable-2;kompetent-1;credible-4;sympatic-5;dialect-1;pleasant-3;natural-3;liked-2;aigen-7;easyunterrstand-7;uncomplicated-7;informed-6;attention-7;2;2;0;1;1;1;2;2;1;1;1;1;1;QgnmtC4dE9CNxV5ZpYVVZX1p8wfCWbLnFnbk421R;2026-02-20 21:53:11;"[""N01"",""Q01"",""N04""]";1;age-3;dv-7;bw;;1;;;;1;41 - 60;Baden-W�rttemberg;DE;Hochdeutsch;1;0;3;4;0;2;2;1;6;6;6;5;6
